date,keyword,value,country
2020-05-29,protests,0,CL
2020-05-30,protests,14,CL
2020-05-31,protests,17,CL
2020-06-01,protests,17,CL
2020-06-02,protests,16,CL
2020-06-03,protests,0,CL
2020-06-04,protests,0,CL
2020-06-05,protests,0,CL
2020-06-06,protests,0,CL
2020-06-07,protests,0,CL
2020-06-08,protests,0,CL
2020-06-09,protests,0,CL
2020-06-10,protests,0,CL
2020-06-11,protests,0,CL
2020-06-12,protests,0,CL
2020-06-13,protests,0,CL
2020-06-14,protests,0,CL
2020-06-15,protests,0,CL
2020-06-16,protests,0,CL
2020-06-17,protests,0,CL
2020-06-18,protests,0,CL
2020-06-19,protests,0,CL
2020-06-20,protests,0,CL
2020-06-21,protests,0,CL
2020-06-22,protests,0,CL
2020-06-23,protests,0,CL
2020-06-24,protests,0,CL
2020-06-25,protests,0,CL
2020-06-26,protests,0,CL
2020-06-27,protests,0,CL
2020-06-28,protests,0,CL
2020-06-29,protests,0,CL
2020-06-30,protests,0,CL
2020-07-01,protests,0,CL
2020-07-02,protests,0,CL
2020-07-03,protests,0,CL
2020-07-04,protests,0,CL
2020-07-05,protests,0,CL
2020-07-06,protests,0,CL
2020-07-07,protests,0,CL
2020-07-08,protests,0,CL
2020-07-09,protests,0,CL
2020-07-10,protests,0,CL
2020-07-11,protests,0,CL
2020-07-12,protests,0,CL
2020-07-13,protests,0,CL
2020-07-14,protests,0,CL
2020-07-15,protests,0,CL
2020-07-16,protests,0,CL
2020-07-17,protests,0,CL
2020-07-18,protests,0,CL
2020-07-19,protests,0,CL
2020-07-20,protests,0,CL
2020-07-21,protests,0,CL
2020-07-22,protests,0,CL
2020-07-23,protests,0,CL
2020-07-24,protests,0,CL
2020-07-25,protests,0,CL
2020-07-26,protests,0,CL
2020-07-27,protests,0,CL
2020-07-28,protests,0,CL
2020-07-29,protests,0,CL
2020-07-30,protests,0,CL
2020-07-31,protests,0,CL
2020-08-01,protests,0,CL
2020-08-02,protests,0,CL
2020-08-03,protests,0,CL
2020-08-04,protests,0,CL
2020-08-05,protests,0,CL
2020-08-06,protests,0,CL
2020-08-07,protests,0,CL
2020-08-08,protests,0,CL
2020-08-09,protests,0,CL
2020-08-10,protests,0,CL
2020-08-11,protests,0,CL
2020-08-12,protests,0,CL
2020-08-13,protests,0,CL
2020-08-14,protests,0,CL
2020-08-15,protests,0,CL
2020-08-16,protests,0,CL
2020-08-17,protests,0,CL
2020-08-18,protests,0,CL
2020-08-19,protests,0,CL
2020-08-20,protests,0,CL
2020-08-21,protests,0,CL
2020-08-22,protests,0,CL
2020-08-23,protests,0,CL
2020-08-24,protests,0,CL
2020-08-25,protests,0,CL
2020-08-26,protests,0,CL
2020-08-27,protests,0,CL
2020-08-28,protests,0,CL
2020-08-29,protests,0,CL
2020-08-30,protests,0,CL
2020-08-31,protests,0,CL
2020-09-01,protests,0,CL
2020-09-02,protests,0,CL
2020-09-03,protests,0,CL
2020-09-04,protests,0,CL
2020-09-05,protests,0,CL
2020-09-06,protests,0,CL
2020-09-07,protests,0,CL
2020-09-08,protests,0,CL
2020-09-09,protests,0,CL
2020-09-10,protests,0,CL
2020-09-11,protests,0,CL
2020-09-12,protests,0,CL
2020-09-13,protests,0,CL
2020-09-14,protests,0,CL
2020-09-15,protests,0,CL
2020-09-16,protests,0,CL
2020-09-17,protests,0,CL
2020-09-18,protests,0,CL
2020-09-19,protests,0,CL
2020-09-20,protests,0,CL
2020-09-21,protests,0,CL
2020-09-22,protests,0,CL
2020-09-23,protests,0,CL
2020-09-24,protests,0,CL
2020-09-25,protests,0,CL
2020-09-26,protests,0,CL
2020-09-27,protests,0,CL
2020-09-28,protests,0,CL
2020-09-29,protests,0,CL
2020-09-30,protests,0,CL
2020-10-01,protests,0,CL
2020-10-02,protests,0,CL
2020-10-03,protests,0,CL
2020-10-04,protests,0,CL
2020-10-05,protests,0,CL
2020-10-06,protests,0,CL
2020-10-07,protests,0,CL
2020-10-08,protests,0,CL
2020-10-09,protests,0,CL
2020-10-10,protests,0,CL
2020-10-11,protests,0,CL
2020-10-12,protests,0,CL
2020-10-13,protests,0,CL
2020-10-14,protests,0,CL
2020-10-15,protests,0,CL
2020-10-16,protests,0,CL
2020-10-17,protests,0,CL
2020-10-18,protests,0,CL
2020-10-19,protests,0,CL
2020-10-20,protests,0,CL
2020-10-21,protests,0,CL
2020-10-22,protests,0,CL
2020-10-23,protests,0,CL
2020-10-24,protests,0,CL
2020-10-25,protests,0,CL
2020-10-26,protests,0,CL
2020-10-27,protests,0,CL
2020-10-28,protests,0,CL
2020-10-29,protests,0,CL
2020-10-30,protests,0,CL
2020-10-31,protests,0,CL
2020-11-01,protests,0,CL
2020-11-02,protests,0,CL
2020-11-03,protests,0,CL
2020-11-04,protests,0,CL
2020-11-05,protests,0,CL
2020-11-06,protests,0,CL
2020-11-07,protests,0,CL
2020-11-08,protests,0,CL
2020-11-09,protests,0,CL
2020-11-10,protests,0,CL
2020-11-11,protests,0,CL
2020-11-12,protests,0,CL
2020-11-13,protests,0,CL
2020-11-14,protests,0,CL
2020-11-15,protests,0,CL
2020-11-16,protests,0,CL
2020-11-17,protests,0,CL
2020-11-18,protests,14,CL
2020-11-19,protests,0,CL
2020-11-20,protests,0,CL
2020-11-21,protests,0,CL
2020-11-22,protests,0,CL
2020-11-23,protests,0,CL
2020-11-24,protests,0,CL
2020-11-25,protests,0,CL
2020-11-26,protests,0,CL
2020-11-27,protests,0,CL
2020-11-28,protests,0,CL
2020-11-29,protests,0,CL
2020-11-30,protests,0,CL
2020-12-01,protests,0,CL
2020-12-02,protests,0,CL
2020-12-03,protests,0,CL
2020-12-04,protests,0,CL
2020-12-05,protests,0,CL
2020-12-06,protests,0,CL
2020-12-07,protests,0,CL
2020-12-08,protests,0,CL
2020-12-09,protests,0,CL
2020-12-10,protests,0,CL
2020-12-11,protests,0,CL
2020-12-12,protests,0,CL
2020-12-13,protests,0,CL
2020-12-14,protests,0,CL
2020-12-15,protests,0,CL
2020-12-16,protests,0,CL
2020-12-17,protests,0,CL
2020-12-18,protests,0,CL
2020-12-19,protests,0,CL
2020-12-20,protests,0,CL
2020-12-21,protests,0,CL
2020-12-22,protests,0,CL
2020-12-23,protests,0,CL
2020-12-24,protests,0,CL
2020-12-25,protests,0,CL
2020-12-26,protests,0,CL
2020-12-27,protests,0,CL
2020-12-28,protests,0,CL
2020-12-29,protests,0,CL
2020-12-30,protests,0,CL
2020-12-31,protests,0,CL
