event_id_cnty,event_date,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,country,admin1,admin2,location,latitude,longitude,geo_precision,source_scale,fatalities
CHI8486,2022-02-11,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8536,2022-03-30,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),Civilians (Chile),Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8505,2022-03-14,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Other,0
CHI8594,2022-04-07,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago - Nunoa,-33.455,-70.5934,1,National,0
CHI8586,2022-04-05,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Araucania,Cautin,Nielol,-38.4464,-72.6667,1,Subnational,0
CHI8584,2022-04-04,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8573,2022-04-01,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-); RD: Democratic Revolution,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8567,2022-04-01,1,Riots,Mob violence,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Valparaiso,Valparaiso,Quintero,-32.7859,-71.5322,1,Subnational,0
CHI8566,2022-04-07,2,Strategic developments,Looting/property destruction,Unidentified Armed Group (Chile),,Civilians (Chile),Mapuche Indigenous Group (Chile),Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8577,2022-04-03,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI8574,2022-04-01,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8569,2022-04-08,1,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),Civilians (Chile),,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,National,1
CHI8587,2022-04-05,1,Protests,Peaceful protest,Protesters (Chile),Fishers (Chile); Labor Group (Chile),,,Chile,Biobio,Arauco,Mocha Island,-38.3807,-73.9112,1,Subnational,0
CHI8572,2022-04-01,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8585,2022-04-05,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8588,2022-04-06,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8571,2022-03-31,2,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8599,2022-04-09,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-); PR: Republican Party of Chile,,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI8604,2022-04-10,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8607,2022-04-11,1,Battles,Armed clash,WAM: Weichan Auka Mapu,,Police Forces of Chile (2022-),,Chile,Araucania,Cautin,Trovolhue,-38.6302,-73.3156,2,Subnational,0
CHI8624,2022-04-13,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Los Lagos,Llanquihue,Frutillar,-41.1122,-73.0504,1,Subnational,0
CHI8613,2022-04-11,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Los Lagos,Llanquihue,Fresia,-41.1502,-73.4154,1,Subnational,0
CHI8618,2022-04-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8632,2022-04-14,1,Protests,Peaceful protest,Protesters (Chile),CUT: The Workers' United Center of Chile; Labor Group (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8617,2022-04-12,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Coronel,-37.0343,-73.1383,1,Subnational,0
CHI8595,2022-04-08,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI8628,2022-04-14,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI8629,2022-04-14,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI8609,2022-04-11,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Arauco,Tubul,-37.2305,-73.4448,1,Subnational,0
CHI8612,2022-04-11,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI8620,2022-04-13,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-); Labor Group (Chile); Teachers (Chile),,,Chile,Antofagasta,Tocopilla,Maria Elena,-22.3448,-69.6598,1,Subnational,0
CHI8621,2022-04-13,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-); Labor Group (Chile); Teachers (Chile),,,Chile,Antofagasta,Tocopilla,Tocopilla,-22.0855,-70.193,1,Subnational,0
CHI8605,2022-04-11,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8639,2022-04-16,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Cayucupil,-37.81,-73.2751,1,Subnational,0
CHI8655,2022-04-18,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Atacama,Copiapo,Caldera,-27.0705,-70.8279,1,Subnational,0
CHI8660,2022-04-20,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Los Rios,Valdivia,Paillaco,-40.0718,-72.8751,2,Subnational,0
CHI8656,2022-04-18,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Los Lagos,Llanquihue,Frutillar,-41.1122,-73.0504,1,Subnational,0
CHI8659,2022-04-19,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Marga Marga,Olmue,-32.9958,-71.1914,1,Subnational,0
CHI8653,2022-04-20,1,Riots,Mob violence,Rioters (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8658,2022-04-19,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI8654,2022-04-13,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI8662,2022-04-21,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI8758,2022-05-02,1,Protests,Peaceful protest,Protesters (Chile),"Labor Group (Chile); FETRACALFOR: Federation of Forestry Workers, Drivers and Operators",,,Chile,Los Rios,Valdivia,San Jose de la Mariquina,-39.5364,-72.9657,2,Subnational-National,0
CHI8807,2022-04-27,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),Civilians (Chile); Labor Group (Chile),Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8702,2022-04-29,1,Riots,Mob violence,Rioters (Chile),,Civilians (Chile),Labor Group (Chile); Police Forces of Chile (2022-),Chile,Metropolitana,Santiago,Santiago - Nunoa,-33.455,-70.5934,1,National,0
CHI8790,2022-05-05,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Government of Chile (2022-); PCC: Communist Party of Chile; PC: Citizen Power; Comunes Party (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI8809,2022-04-29,1,Riots,Violent demonstration,Rioters (Chile),Independent Politicians (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI8821,2022-05-04,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI8802,2022-04-26,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Coquimbo,Elqui,Panul,-30.0137,-71.3954,1,National,0
CHI8700,2022-05-04,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Metropolitana,Santiago,Santiago - Maipu,-33.5142,-70.7651,1,National,0
CHI8698,2022-05-04,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Cautin,Carahue,-38.709,-73.167,2,Subnational,0
CHI8699,2022-05-04,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Cautin,Tranapuente,-38.6952,-73.3508,2,Subnational,0
CHI8761,2022-05-03,1,Protests,Peaceful protest,Protesters (Chile),"Labor Group (Chile); FETRACALFOR: Federation of Forestry Workers, Drivers and Operators",,,Chile,Araucania,Malleco,Renaico,-37.6739,-72.5883,1,Subnational,0
CHI8812,2022-05-01,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Los Rios,Valdivia,Los Lagos,-39.8618,-72.8168,1,Subnational,0
CHI8799,2022-04-25,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Los Rios,Valdivia,Los Lagos,-39.8618,-72.8168,2,Subnational,0
CHI8703,2022-04-30,1,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),Civilians (Chile),,Chile,Coquimbo,Elqui,La Serena,-29.9045,-71.2489,1,National,0
CHI8740,2022-04-29,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Mapuche Indigenous Group (Chile),,,Chile,Los Lagos,Llanquihue,Cochamo,-41.4927,-72.3071,2,Subnational,0
CHI8695,2022-04-29,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Cautin,Loncoche,-39.3683,-72.6306,2,National,0
CHI8736,2022-04-28,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,Marga Marga,Quilpue,-33.0488,-71.4412,1,Subnational,0
CHI8808,2022-04-27,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8723,2022-04-26,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8750,2022-05-01,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); CUT: The Workers' United Center of Chile; Government of Chile (2022-),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8733,2022-04-28,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Biobio,Negrete,-37.5867,-72.5283,1,Subnational,0
CHI8719,2022-04-26,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,2,Subnational,0
CHI8705,2022-05-04,2,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),Civilians (Chile),,Chile,Metropolitana,Santiago,Santiago - Quinta Normal,-33.4419,-70.679,1,National,0
CHI8747,2022-05-01,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); CUT: The Workers' United Center of Chile; Government of Chile (2022-),,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI8707,2022-04-22,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); FENATS: National Federation of Health Workers,,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI8706,2022-04-20,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,Subnational,0
CHI8755,2022-05-02,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI8788,2022-05-05,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,Subnational,0
CHI8787,2022-05-05,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Coronel,-37.0343,-73.1383,1,Subnational,0
CHI8779,2022-05-04,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI8768,2022-05-03,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,Subnational,0
CHI8780,2022-05-04,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,Subnational,0
CHI8769,2022-05-03,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI8797,2022-04-23,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,Subnational,0
CHI8759,2022-05-02,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Tarapaca,Iquique,Alto Hospicio,-20.2508,-70.1097,1,Subnational,0
CHI8709,2022-04-23,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,National,0
CHI8717,2022-04-26,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,2,Subnational,0
CHI8737,2022-04-29,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8782,2022-05-05,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Antofagasta,Antofagasta,Mejillones,-23.0987,-70.446,1,Subnational,0
CHI8735,2022-04-28,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Metropolitana,Santiago,Santiago - Estacion Central,-33.4546,-70.6823,1,National,0
CHI8793,2022-05-06,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,National,0
CHI8711,2022-04-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Chuquicamata,-22.3171,-68.9303,1,National,0
CHI8794,2022-05-06,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8726,2022-04-27,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Biobio,Nacimiento,-37.5044,-72.6741,2,National,0
CHI8806,2022-04-27,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI8722,2022-04-26,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8810,2022-04-29,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8730,2022-04-27,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Women (Chile),,,Chile,Metropolitana,Santiago,Santiago - Las Condes,-33.4092,-70.5666,1,National,0
CHI8682,2022-04-28,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Arauco,Curanilahue,-37.4762,-73.3412,2,National,0
CHI8792,2022-05-06,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,National,0
CHI8744,2022-04-29,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI8856,2022-05-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI8861,2022-05-13,1,Riots,Mob violence,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Estacion Central,-33.4546,-70.6823,1,National,0
CHI8829,2022-05-08,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,National,0
CHI8838,2022-05-09,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI8850,2022-05-11,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI8844,2022-05-11,1,Protests,Peaceful protest,Protesters (Chile),Fishers (Chile),,,Chile,Biobio,Arauco,Arauco,-37.2457,-73.3153,1,Subnational,0
CHI8840,2022-05-10,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Biobio,Arauco,Arauco,-37.2457,-73.3153,1,Subnational,0
CHI8834,2022-05-09,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI8832,2022-05-09,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Coronel,-37.0343,-73.1383,2,Subnational,0
CHI8849,2022-05-11,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Tarapaca,Iquique,Bajo Molle,-20.2986,-70.1331,1,Subnational,0
CHI8858,2022-05-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI8830,2022-05-09,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Antofagasta,Tocopilla,Tocopilla,-22.0855,-70.193,2,Subnational,0
CHI8847,2022-05-11,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8833,2022-05-09,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,San Pedro de la Paz,-36.8306,-73.1164,2,National,0
CHI8894,2022-05-19,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI8902,2022-05-20,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8892,2022-05-18,1,Riots,Mob violence,Rioters (Chile),Labor Group (Chile),Private Security Forces (Chile),,Chile,Metropolitana,Santiago,Santiago - Nunoa,-33.455,-70.5934,1,National,0
CHI8881,2022-05-17,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Los Lagos,Osorno,Puerto Octay,-40.9768,-72.8801,1,Subnational,0
CHI8891,2022-05-18,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI8897,2022-05-19,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI8878,2022-05-17,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Biobio,Concepcion,Coronel,-37.0343,-73.1383,1,Subnational,0
CHI8890,2022-05-18,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Lota,-37.0899,-73.1577,1,Subnational,0
CHI8880,2022-05-17,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,2,Subnational,0
CHI8872,2022-05-16,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Arauco,Arauco,-37.2457,-73.3153,2,Subnational,0
CHI8901,2022-05-20,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8869,2022-05-15,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,National,0
CHI8893,2022-05-18,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Quilicura,-33.368,-70.7139,1,National,0
CHI8865,2022-05-13,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI8875,2022-05-16,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Women (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
