event_id_cnty,event_date,event_type,sub_event_type,country,admin1,admin2,latitude,longitude,fatalities
CHI8196,2022-01-03,Strategic developments,Looting/property destruction,Chile,Metropolitana,Santiago,-33.4546,-70.6823,0
CHI8207,2022-01-07,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8200,2022-01-04,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7645,-72.7556,0
CHI8204,2022-01-07,Protests,Peaceful protest,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,0
CHI8202,2022-01-04,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8201,2022-01-04,Protests,Peaceful protest,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,0
CHI8197,2022-01-03,Strategic developments,Looting/property destruction,Chile,Metropolitana,Santiago,-33.4939,-70.6762,0
CHI8220,2022-01-15,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8231,2022-01-21,Protests,Peaceful protest,Chile,Coquimbo,Elqui,-29.9045,-71.2489,0
CHI8237,2022-01-25,Protests,Peaceful protest,Chile,Coquimbo,Elqui,-29.9045,-71.2489,0
CHI8239,2022-01-25,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8257,2022-01-31,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8259,2022-02-01,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8251,2022-01-28,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8255,2022-01-31,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.709,-73.167,0
CHI8250,2022-01-28,Protests,Peaceful protest,Chile,Coquimbo,Elqui,-29.9045,-71.2489,0
CHI8249,2022-01-28,Protests,Peaceful protest,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,0
CHI8260,2022-02-01,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8262,2022-01-31,Riots,Violent demonstration,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8252,2022-01-29,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8283,2022-02-10,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4546,-70.6823,0
CHI8284,2022-02-10,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8282,2022-02-07,Riots,Violent demonstration,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8290,2022-02-13,Protests,Peaceful protest,Chile,Coquimbo,Elqui,-29.9533,-71.3395,0
CHI8285,2022-02-12,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8293,2022-02-14,Protests,Peaceful protest,Chile,Coquimbo,Elqui,-29.9533,-71.3395,0
CHI8289,2022-02-12,Protests,Peaceful protest,Chile,Tarapaca,Tamarugal,-20.2558,-69.7863,0
CHI8301,2022-02-18,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8300,2022-02-15,Strategic developments,Looting/property destruction,Chile,Los Rios,Valdivia,-39.5364,-72.9657,0
CHI8296,2022-02-16,Protests,Peaceful protest,Chile,Aysen,Aysen,-45.4037,-72.6846,0
CHI8288,2022-02-12,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8298,2022-02-17,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.824,-72.6667,0
CHI8295,2022-02-14,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8305,2022-02-20,Violence against civilians,Attack,Chile,Araucania,Cautin,-38.709,-73.167,2
CHI8311,2022-02-21,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8308,2022-02-19,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.2607,-73.0069,0
CHI8314,2022-02-24,Protests,Peaceful protest,Chile,Valparaiso,Marga Marga,-33.0079,-71.2574,0
CHI8315,2022-02-24,Protests,Peaceful protest,Chile,Valparaiso,Marga Marga,-33.051,-71.3941,0
CHI8312,2022-02-21,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8306,2022-02-19,Strategic developments,Looting/property destruction,Chile,Los Rios,Valdivia,-39.5412,-72.8663,0
CHI8330,2022-03-04,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8323,2022-03-01,Strategic developments,Looting/property destruction,Chile,Metropolitana,Santiago,-33.4684,-70.5341,0
CHI8331,2022-03-04,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8327,2022-03-02,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8316,2022-02-28,Riots,Violent demonstration,Chile,Coquimbo,Elqui,-29.9533,-71.3395,0
CHI8321,2022-02-28,Riots,Violent demonstration,Chile,Coquimbo,Elqui,-30.206,-71.2568,0
CHI8324,2022-03-02,Protests,Peaceful protest,Chile,Antofagasta,El Loa,-22.9111,-68.2011,0
CHI8322,2022-02-28,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8333,2022-03-08,Strategic developments,Change to group/activity,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8349,2022-03-08,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8353,2022-03-08,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8358,2022-03-08,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8343,2022-03-05,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.3923,-70.5828,0
CHI8351,2022-03-08,Protests,Peaceful protest,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,0
CHI8362,2022-03-08,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4684,-70.5341,0
CHI8372,2022-03-11,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8367,2022-03-09,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8354,2022-03-08,Protests,Peaceful protest,Chile,Coquimbo,Elqui,-29.9533,-71.3395,0
CHI8355,2022-03-08,Protests,Peaceful protest,Chile,Coquimbo,Elqui,-29.9045,-71.2489,0
CHI8366,2022-03-08,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8365,2022-03-08,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8346,2022-03-07,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.8306,-73.1164,0
CHI8348,2022-03-07,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8364,2022-03-08,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8361,2022-03-08,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4546,-70.6823,0
CHI8229,2022-01-20,Protests,Protest with intervention,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8264,2022-02-01,Riots,Violent demonstration,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8388,2022-01-07,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.7719,-73.1333,0
CHI8397,2022-03-17,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8398,2022-03-18,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8386,2022-03-17,Riots,Mob violence,Chile,Los Lagos,Osorno,-40.574,-73.1335,0
CHI8393,2022-03-15,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.7363,-73.2657,0
CHI8392,2022-03-15,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8406,2022-03-21,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.4762,-73.3412,0
CHI8426,2022-03-23,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8438,2022-03-18,Protests,Protest with intervention,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8420,2022-03-21,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8422,2022-03-22,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8408,2022-03-23,Riots,Mob violence,Chile,Araucania,Malleco,-38.2341,-72.3439,0
CHI8413,2022-03-19,Protests,Peaceful protest,Chile,Los Rios,Valdivia,-40.1496,-72.8989,0
CHI8442,2022-03-25,Riots,Violent demonstration,Chile,Coquimbo,Elqui,-29.9045,-71.2489,0
CHI8417,2022-03-21,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.3954,-73.4615,0
CHI8418,2022-03-21,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.6164,-73.5959,0
CHI8412,2022-03-19,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.2607,-73.0069,0
CHI8414,2022-03-21,Protests,Peaceful protest,Chile,Aysen,Capitan Prat,-47.8035,-73.5376,0
CHI8415,2022-03-21,Protests,Peaceful protest,Chile,Los Lagos,Chiloe,-42.4801,-73.763,0
CHI8421,2022-03-21,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.1137,-71.5637,0
CHI8427,2022-03-24,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8425,2022-03-23,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8410,2022-03-18,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7249,-73.1168,0
CHI8440,2022-03-21,Riots,Violent demonstration,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8429,2022-03-24,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8407,2022-03-25,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-38.2341,-72.3439,0
CHI8411,2022-03-18,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8423,2022-03-22,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.6376,-71.6239,0
CHI8198,2022-01-03,Protests,Protest with intervention,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8209,2022-01-07,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8238,2022-01-25,Riots,Mob violence,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8241,2022-01-27,Riots,Mob violence,Chile,Valparaiso,Marga Marga,-33.051,-71.3941,0
CHI8263,2022-02-01,Riots,Violent demonstration,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,0
CHI8292,2022-02-13,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8382,2022-03-17,Strategic developments,Change to group/activity,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8520,2022-03-29,Riots,Violent demonstration,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8532,2022-03-29,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4684,-70.5341,0
CHI8547,2022-03-31,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4419,-70.679,0
CHI8530,2022-03-29,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4546,-70.6823,0
CHI8542,2022-03-30,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4419,-70.679,0
CHI8506,2022-03-20,Riots,Mob violence,Chile,Metropolitana,Santiago,-33.4419,-70.679,0
CHI8491,2022-02-13,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8492,2022-02-13,Protests,Peaceful protest,Chile,Tarapaca,Tamarugal,-19.2756,-68.6372,0
CHI8483,2022-02-09,Strategic developments,Other,Chile,Metropolitana,Santiago,-33.5626,-70.6757,0
CHI8475,2022-02-01,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.709,-73.167,0
CHI8485,2022-02-10,Violence against civilians,Attack,Chile,Araucania,Malleco,-38.2341,-72.3439,0
CHI8489,2022-02-11,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.9525,-72.6265,0
CHI8500,2022-02-21,Protests,Peaceful protest,Chile,Los Rios,Valdivia,-39.6385,-72.3318,0
CHI8540,2022-03-30,Riots,Violent demonstration,Chile,Coquimbo,Elqui,-29.9045,-71.2489,0
CHI8527,2022-03-29,Riots,Violent demonstration,Chile,Coquimbo,Elqui,-29.9533,-71.3395,0
CHI8476,2022-02-06,Protests,Peaceful protest,Chile,Los Lagos,Palena,-42.9173,-72.7059,0
CHI8495,2022-02-17,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.7719,-73.1333,0
CHI8454,2022-01-06,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.7719,-73.1333,0
CHI8478,2022-02-07,Protests,Peaceful protest,Chile,Los Lagos,Palena,-42.3089,-72.7836,0
CHI8465,2022-01-25,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.3168,-72.9853,0
CHI8497,2022-02-17,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8499,2022-02-20,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.1137,-71.5637,0
CHI8511,2022-03-26,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8484,2022-02-09,Riots,Violent demonstration,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8462,2022-01-24,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8480,2022-02-07,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8472,2022-01-26,Riots,Violent demonstration,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8501,2022-02-21,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8459,2022-01-17,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8509,2022-03-25,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8525,2022-03-29,Riots,Violent demonstration,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8458,2022-01-14,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8523,2022-03-29,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8482,2022-02-09,Violence against civilians,Attack,Chile,Biobio,Biobio,-37.7189,-72.241,0
CHI8469,2022-01-26,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8503,2022-02-23,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.81,-73.2751,0
CHI8477,2022-02-07,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8504,2022-02-23,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.5654,-73.1766,0
CHI8490,2022-02-11,Riots,Mob violence,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8507,2022-03-25,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2133,-70.1503,0
CHI8473,2022-01-27,Protests,Peaceful protest,Chile,Antofagasta,El Loa,-22.9111,-68.2011,0
CHI8543,2022-03-30,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8519,2022-03-28,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8534,2022-03-29,Protests,Peaceful protest,Chile,Valparaiso,Marga Marga,-33.0488,-71.4412,0
CHI8541,2022-03-30,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.455,-70.5934,0
CHI8461,2022-01-24,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8496,2022-02-17,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8467,2022-01-25,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8457,2022-01-13,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8486,2022-02-11,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8536,2022-03-30,Riots,Violent demonstration,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8505,2022-03-14,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8594,2022-04-07,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.455,-70.5934,0
CHI8586,2022-04-05,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.4464,-72.6667,0
CHI8584,2022-04-04,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8573,2022-04-01,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8567,2022-04-01,Riots,Mob violence,Chile,Valparaiso,Valparaiso,-32.7859,-71.5322,0
CHI8566,2022-04-07,Strategic developments,Looting/property destruction,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8577,2022-04-03,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8574,2022-04-01,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8569,2022-04-08,Riots,Mob violence,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,1
CHI8587,2022-04-05,Protests,Peaceful protest,Chile,Biobio,Arauco,-38.3807,-73.9112,0
CHI8572,2022-04-01,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8585,2022-04-05,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8588,2022-04-06,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8571,2022-03-31,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8599,2022-04-09,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8604,2022-04-10,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8607,2022-04-11,Battles,Armed clash,Chile,Araucania,Cautin,-38.6302,-73.3156,0
CHI8624,2022-04-13,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.1122,-73.0504,0
CHI8613,2022-04-11,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.1502,-73.4154,0
CHI8618,2022-04-12,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8632,2022-04-14,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8617,2022-04-12,Protests,Peaceful protest,Chile,Biobio,Concepcion,-37.0343,-73.1383,0
CHI8595,2022-04-08,Protests,Peaceful protest,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,0
CHI8628,2022-04-14,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8629,2022-04-14,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7249,-73.1168,0
CHI8609,2022-04-11,Protests,Peaceful protest,Chile,Biobio,Arauco,-37.2305,-73.4448,0
CHI8612,2022-04-11,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8620,2022-04-13,Protests,Peaceful protest,Chile,Antofagasta,Tocopilla,-22.3448,-69.6598,0
CHI8621,2022-04-13,Protests,Peaceful protest,Chile,Antofagasta,Tocopilla,-22.0855,-70.193,0
CHI8605,2022-04-11,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8639,2022-04-16,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.81,-73.2751,0
CHI8655,2022-04-18,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.0705,-70.8279,0
CHI8660,2022-04-20,Protests,Peaceful protest,Chile,Los Rios,Valdivia,-40.0718,-72.8751,0
CHI8656,2022-04-18,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.1122,-73.0504,0
CHI8659,2022-04-19,Protests,Peaceful protest,Chile,Valparaiso,Marga Marga,-32.9958,-71.1914,0
CHI8653,2022-04-20,Riots,Mob violence,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8658,2022-04-19,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7249,-73.1168,0
CHI8654,2022-04-13,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8662,2022-04-21,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8758,2022-05-02,Protests,Peaceful protest,Chile,Los Rios,Valdivia,-39.5364,-72.9657,0
CHI8807,2022-04-27,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8702,2022-04-29,Riots,Mob violence,Chile,Metropolitana,Santiago,-33.455,-70.5934,0
CHI8790,2022-05-05,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8809,2022-04-29,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8821,2022-05-04,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8802,2022-04-26,Riots,Violent demonstration,Chile,Coquimbo,Elqui,-30.0137,-71.3954,0
CHI8700,2022-05-04,Strategic developments,Looting/property destruction,Chile,Metropolitana,Santiago,-33.5142,-70.7651,0
CHI8698,2022-05-04,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.709,-73.167,0
CHI8699,2022-05-04,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.6952,-73.3508,0
CHI8761,2022-05-03,Protests,Peaceful protest,Chile,Araucania,Malleco,-37.6739,-72.5883,0
CHI8812,2022-05-01,Riots,Violent demonstration,Chile,Los Rios,Valdivia,-39.8618,-72.8168,0
CHI8799,2022-04-25,Riots,Violent demonstration,Chile,Los Rios,Valdivia,-39.8618,-72.8168,0
CHI8703,2022-04-30,Riots,Mob violence,Chile,Coquimbo,Elqui,-29.9045,-71.2489,0
CHI8740,2022-04-29,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4927,-72.3071,0
CHI8695,2022-04-29,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-39.3683,-72.6306,0
CHI8736,2022-04-28,Protests,Peaceful protest,Chile,Valparaiso,Marga Marga,-33.0488,-71.4412,0
CHI8808,2022-04-27,Riots,Violent demonstration,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8723,2022-04-26,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8750,2022-05-01,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8733,2022-04-28,Protests,Peaceful protest,Chile,Biobio,Biobio,-37.5867,-72.5283,0
CHI8719,2022-04-26,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8705,2022-05-04,Riots,Mob violence,Chile,Metropolitana,Santiago,-33.4419,-70.679,0
CHI8747,2022-05-01,Protests,Peaceful protest,Chile,Arica y Parinacota,Arica,-18.4746,-70.2979,0
CHI8707,2022-04-22,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7249,-73.1168,0
CHI8706,2022-04-20,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8755,2022-05-02,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8788,2022-05-05,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8787,2022-05-05,Protests,Peaceful protest,Chile,Biobio,Concepcion,-37.0343,-73.1383,0
CHI8779,2022-05-04,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.827,-73.0498,0
CHI8768,2022-05-03,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8780,2022-05-04,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8769,2022-05-03,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7249,-73.1168,0
CHI8797,2022-04-23,Riots,Violent demonstration,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8759,2022-05-02,Protests,Peaceful protest,Chile,Tarapaca,Iquique,-20.2508,-70.1097,0
CHI8709,2022-04-23,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8717,2022-04-26,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8737,2022-04-29,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.6524,-70.3954,0
CHI8782,2022-05-05,Protests,Peaceful protest,Chile,Antofagasta,Antofagasta,-23.0987,-70.446,0
CHI8735,2022-04-28,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4546,-70.6823,0
CHI8793,2022-05-06,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7249,-73.1168,0
CHI8711,2022-04-24,Protests,Peaceful protest,Chile,Antofagasta,El Loa,-22.3171,-68.9303,0
CHI8794,2022-05-06,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8726,2022-04-27,Protests,Peaceful protest,Chile,Biobio,Biobio,-37.5044,-72.6741,0
CHI8806,2022-04-27,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8722,2022-04-26,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8810,2022-04-29,Riots,Violent demonstration,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI8730,2022-04-27,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4092,-70.5666,0
CHI8682,2022-04-28,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.4762,-73.3412,0
CHI8792,2022-05-06,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8744,2022-04-29,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.5947,-71.6075,0
CHI8856,2022-05-12,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4311,-70.6045,0
CHI8861,2022-05-13,Riots,Mob violence,Chile,Metropolitana,Santiago,-33.4546,-70.6823,0
CHI8829,2022-05-08,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7891,-73.1017,0
CHI8838,2022-05-09,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI8850,2022-05-11,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.0246,-71.5518,0
CHI8844,2022-05-11,Protests,Peaceful protest,Chile,Biobio,Arauco,-37.2457,-73.3153,0
CHI8840,2022-05-10,Protests,Peaceful protest,Chile,Biobio,Arauco,-37.2457,-73.3153,0
CHI8834,2022-05-09,Protests,Peaceful protest,Chile,Biobio,Concepcion,-36.7249,-73.1168,0
