event_id_cnty,event_date,event_type,sub_event_type,country,admin1,admin2,latitude,longitude,fatalities
CHI8943,2022-05-28,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9044,2022-06-20,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9077,2022-06-30,Riots,Violent demonstration,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9107,2022-07-06,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9108,2022-07-06,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9112,2022-07-07,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9141,2022-07-13,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9162,2022-07-18,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9229,2022-08-04,Riots,Mob violence,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9253,2022-08-10,Riots,Mob violence,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9261,2022-08-09,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9315,2022-08-21,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9341,2022-08-25,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9369,2022-08-31,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9433,2022-09-17,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9509,2022-10-17,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9527,2022-10-18,Riots,Violent demonstration,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9581,2022-11-02,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9585,2022-11-03,Riots,Violent demonstration,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9642,2022-11-14,Riots,Violent demonstration,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9669,2022-11-25,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9759,2022-11-28,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9774,2022-12-07,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9792,2022-12-19,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9794,2022-12-19,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI9821,2022-12-12,Riots,Mob violence,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI10041,2022-10-11,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.7483,-72.9478,0
CHI9448,2022-09-29,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.3951,-72.9159,0
CHI9353,2022-08-27,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.3951,-72.9159,0
CHI8337,2022-03-06,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.7483,-72.9478,0
CHI8320,2022-02-28,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.7483,-72.9478,0
CHI9386,2022-09-04,Explosions/Remote violence,Remote explosive/landmine/IED,Chile,Biobio,Concepcion,-36.9727,-72.9356,0
CHI12086,2022-09-30,Violence against civilians,Abduction/forced disappearance,Chile,Coquimbo,Choapa,-32.1397,-71.5271,0
CHI12092,2022-10-06,Strategic developments,Arrests,Chile,Araucania,Cautin,-38.7397,-72.5984,0
CHI8287,2022-02-12,Protests,Peaceful protest,Chile,O'Higgins,Colchagua,-34.5812,-70.9895,0
CHI8291,2022-02-13,Protests,Peaceful protest,Chile,O'Higgins,Colchagua,-34.5812,-70.9895,0
CHI8804,2022-04-26,Riots,Violent demonstration,Chile,O'Higgins,Colchagua,-34.5812,-70.9895,0
CHI9727,2022-11-21,Protests,Peaceful protest,Chile,O'Higgins,Cachapoal,-34.41,-70.858,0
CHI9728,2022-11-22,Protests,Peaceful protest,Chile,O'Higgins,Cachapoal,-34.41,-70.858,0
CHI9729,2022-11-24,Protests,Peaceful protest,Chile,O'Higgins,Cachapoal,-34.41,-70.858,0
CHI9730,2022-11-25,Protests,Peaceful protest,Chile,O'Higgins,Cachapoal,-34.41,-70.858,0
CHI9731,2022-11-22,Protests,Peaceful protest,Chile,O'Higgins,Colchagua,-34.5812,-70.9895,0
CHI9732,2022-11-24,Protests,Peaceful protest,Chile,O'Higgins,Colchagua,-34.5812,-70.9895,0
CHI9733,2022-11-25,Protests,Peaceful protest,Chile,O'Higgins,Colchagua,-34.5812,-70.9895,0
CHI8419,2022-03-21,Protests,Peaceful protest,Chile,Metropolitana,Chacabuco,-33.2863,-70.8756,0
CHI8907,2022-05-24,Violence against civilians,Attack,Chile,Araucania,Malleco,-38.1649,-72.9055,1
CHI12369,2022-04-16,Protests,Peaceful protest,Chile,Valparaiso,San Antonio,-33.3701,-71.6635,0
CHI8227,2022-01-19,Protests,Peaceful protest,Chile,Maule,Talca,-35.4264,-71.6554,0
CHI8328,2022-03-03,Protests,Peaceful protest,Chile,Maule,Talca,-35.4264,-71.6554,0
CHI8661,2022-04-20,Protests,Peaceful protest,Chile,Maule,Talca,-35.4264,-71.6554,0
CHI9351,2022-08-26,Protests,Peaceful protest,Chile,Maule,Talca,-35.4264,-71.6554,0
CHI9716,2022-11-23,Protests,Peaceful protest,Chile,Maule,Talca,-35.4264,-71.6554,0
CHI9718,2022-11-25,Protests,Peaceful protest,Chile,Maule,Talca,-35.4264,-71.6554,0
CHI11370,2022-02-02,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.4503,-73.2794,0
CHI8466,2022-01-25,Strategic developments,Looting/property destruction,Chile,Valparaiso,Quillota,-32.9214,-71.4423,0
CHI8510,2022-03-26,Riots,Violent demonstration,Chile,Biobio,Biobio,-37.844,-71.6808,0
CHI8555,2022-04-07,Battles,Armed clash,Chile,Biobio,Biobio,-37.844,-71.6808,0
CHI8575,2022-04-03,Protests,Peaceful protest,Chile,Biobio,Biobio,-37.844,-71.6808,0
CHI8598,2022-04-09,Strategic developments,Looting/property destruction,Chile,Biobio,Biobio,-37.844,-71.6808,0
CHI8611,2022-04-11,Strategic developments,Other,Chile,Biobio,Biobio,-37.844,-71.6808,0
CHI8676,2022-05-03,Battles,Armed clash,Chile,Biobio,Biobio,-37.8816,-71.6374,0
CHI8825,2022-05-04,Strategic developments,Looting/property destruction,Chile,Biobio,Biobio,-37.844,-71.6808,0
CHI9014,2022-06-14,Riots,Violent demonstration,Chile,Valparaiso,Valparaiso,-32.922,-71.5162,0
CHI8749,2022-05-01,Protests,Peaceful protest,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI9750,2022-11-24,Protests,Peaceful protest,Chile,Valparaiso,Valparaiso,-33.036,-71.6296,0
CHI10044,2022-10-18,Riots,Violent demonstration,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI8223,2022-01-17,Protests,Peaceful protest,Chile,Maule,Linares,-35.8467,-71.5931,0
CHI8352,2022-03-08,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI9132,2022-07-10,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI9142,2022-07-13,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI9291,2022-08-16,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI9330,2022-08-24,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI9553,2022-10-24,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI9673,2022-11-21,Protests,Peaceful protest,Chile,Atacama,Copiapo,-27.3668,-70.3314,0
CHI9740,2022-11-22,Protests,Peaceful protest,Chile,Valparaiso,Quillota,-32.7981,-71.1457,0
CHI9742,2022-11-24,Protests,Peaceful protest,Chile,Valparaiso,Quillota,-32.787,-71.2084,0
CHI9758,2022-11-26,Protests,Protest with intervention,Chile,Valparaiso,Quillota,-32.7981,-71.1457,0
CHI10012,2022-11-22,Protests,Peaceful protest,Chile,Coquimbo,Limari,-30.6934,-70.9576,0
CHI8232,2022-01-23,Protests,Peaceful protest,Chile,Metropolitana,Maipo,-33.7313,-70.7418,0
CHI8309,2022-02-20,Protests,Peaceful protest,Chile,Coquimbo,Limari,-30.6934,-70.9576,0
CHI8310,2022-02-21,Protests,Peaceful protest,Chile,Coquimbo,Limari,-30.6934,-70.9576,0
CHI8332,2022-03-07,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.628,-73.4601,0
CHI8559,2022-04-04,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.628,-73.4601,0
CHI8563,2022-04-06,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.6739,-73.4619,0
CHI8637,2022-04-18,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.628,-73.4601,0
CHI8683,2022-04-28,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.628,-73.4601,0
CHI8738,2022-04-29,Protests,Peaceful protest,Chile,Biobio,Arauco,-37.628,-73.4601,0
CHI9055,2022-06-21,Riots,Mob violence,Chile,Biobio,Arauco,-37.628,-73.4601,0
CHI9502,2022-10-18,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.628,-73.4601,0
CHI9719,2022-11-21,Protests,Peaceful protest,Chile,Metropolitana,Maipo,-33.7313,-70.7418,0
CHI8326,2022-03-02,Battles,Armed clash,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI8493,2022-02-16,Battles,Armed clash,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI8494,2022-02-16,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI8557,2022-04-03,Violence against civilians,Attack,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI8623,2022-04-13,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI8831,2022-05-09,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI8867,2022-05-14,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9032,2022-06-13,Strategic developments,Other,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9199,2022-07-29,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9247,2022-08-06,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9249,2022-08-10,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9344,2022-08-25,Violence against civilians,Attack,Chile,Coquimbo,Limari,-30.6045,-71.1965,0
CHI9399,2022-09-08,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9428,2022-09-15,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9442,2022-09-30,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9462,2022-10-06,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9483,2022-10-11,Protests,Peaceful protest,Chile,Coquimbo,Limari,-30.6045,-71.1965,0
CHI9494,2022-10-12,Battles,Armed clash,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9593,2022-11-04,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9600,2022-11-10,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-37.9792,-72.8298,0
CHI9691,2022-11-21,Protests,Peaceful protest,Chile,Coquimbo,Limari,-30.6045,-71.1965,0
CHI9692,2022-11-23,Protests,Peaceful protest,Chile,Coquimbo,Limari,-30.6045,-71.1965,0
CHI9693,2022-11-25,Protests,Peaceful protest,Chile,Coquimbo,Limari,-30.6045,-71.1965,0
CHI8224,2022-01-18,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI8917,2022-05-23,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI8955,2022-06-02,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI9026,2022-06-11,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-38.021,-72.3547,0
CHI9028,2022-06-12,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI9029,2022-06-12,Battles,Armed clash,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI9598,2022-11-10,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI9800,2022-12-21,Battles,Armed clash,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI12797,2022-06-30,Violence against civilians,Attack,Chile,Metropolitana,Cordillera,-33.6183,-70.5899,2
CHI12798,2022-06-30,Battles,Armed clash,Chile,Metropolitana,Santiago,-33.4569,-70.6483,1
CHI8538,2022-03-30,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-38.1649,-72.9055,0
CHI8657,2022-04-18,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.5748,-72.9954,0
CHI8728,2022-04-27,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.5748,-72.9954,0
CHI9003,2022-06-12,Protests,Peaceful protest,Chile,Valparaiso,Los Andes,-32.8337,-70.5983,0
CHI9004,2022-06-12,Protests,Peaceful protest,Chile,Valparaiso,San Felipe de Aconcagua,-32.7497,-70.7258,0
CHI9280,2022-08-10,Riots,Violent demonstration,Chile,Valparaiso,Los Andes,-32.8337,-70.5983,0
CHI9544,2022-10-18,Riots,Violent demonstration,Chile,Valparaiso,Los Andes,-32.8337,-70.5983,0
CHI9766,2022-11-28,Protests,Peaceful protest,Chile,Valparaiso,San Felipe de Aconcagua,-32.7497,-70.7258,0
CHI8686,2022-05-05,Violence against civilians,Attack,Chile,Araucania,Cautin,-38.4888,-73.4847,1
CHI10026,2022-11-19,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI10059,2022-11-21,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI11007,2022-10-09,Riots,Mob violence,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8247,2022-02-02,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.9275,-73.2595,0
CHI8304,2022-02-13,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.9275,-73.2595,0
CHI8344,2022-03-06,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8356,2022-03-08,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.2607,-73.0069,0
CHI8357,2022-03-08,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8369,2022-03-10,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI8383,2022-03-12,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-38.0156,-73.2299,0
CHI8390,2022-03-13,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI8403,2022-03-20,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.9275,-73.2595,0
CHI8433,2022-03-25,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8464,2022-01-25,Violence against civilians,Attack,Chile,Biobio,Arauco,-38.0709,-73.3939,0
CHI8468,2022-01-26,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-38.0709,-73.3939,0
CHI8470,2022-01-26,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8514,2022-03-28,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8546,2022-03-31,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8556,2022-04-01,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.906,-73.2865,0
CHI8610,2022-04-11,Riots,Violent demonstration,Chile,Biobio,Arauco,-38.0156,-73.2299,0
CHI8625,2022-04-13,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8635,2022-04-15,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.9527,-73.4045,0
CHI8701,2022-05-06,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI8729,2022-04-27,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8741,2022-04-29,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8748,2022-05-01,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8770,2022-05-03,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8826,2022-05-07,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.9958,-73.2878,0
CHI8835,2022-05-09,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8860,2022-05-13,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-38.0709,-73.3939,0
CHI8868,2022-05-14,Violence against civilians,Attack,Chile,Biobio,Arauco,-38.0709,-73.3939,0
CHI8887,2022-05-18,Strategic developments,Other,Chile,Biobio,Arauco,-38.0709,-73.3939,0
CHI8911,2022-05-26,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI8929,2022-05-25,Explosions/Remote violence,Remote explosive/landmine/IED,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9093,2022-06-30,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9129,2022-07-13,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-38.0782,-73.3092,0
CHI9134,2022-07-11,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9167,2022-07-19,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9185,2022-07-29,Protests,Protest with intervention,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9196,2022-07-27,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI9208,2022-08-04,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.9275,-73.2595,0
CHI9212,2022-08-01,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9219,2022-08-02,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9220,2022-08-02,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9231,2022-08-04,Battles,Armed clash,Chile,Biobio,Arauco,-37.9275,-73.2595,0
CHI9235,2022-08-04,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9256,2022-08-08,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9257,2022-08-08,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9294,2022-08-16,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-38.0156,-73.2299,0
CHI9299,2022-08-17,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9323,2022-08-22,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.9954,-73.3511,0
CHI9349,2022-08-26,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9350,2022-08-26,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9360,2022-08-29,Protests,Peaceful protest,Chile,Biobio,Arauco,-38.0709,-73.3939,0
CHI9361,2022-08-29,Violence against civilians,Attack,Chile,Biobio,Arauco,-37.9954,-73.3511,1
CHI9452,2022-09-30,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9461,2022-10-06,Protests,Peaceful protest,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI9464,2022-10-02,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9503,2022-10-19,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.9086,-73.2838,0
CHI9560,2022-10-26,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9577,2022-10-29,Strategic developments,Looting/property destruction,Chile,Biobio,Arauco,-37.9954,-73.3511,0
CHI9597,2022-11-09,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI9599,2022-11-10,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI9633,2022-11-17,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI9667,2022-11-20,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI9700,2022-11-23,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9755,2022-11-25,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9793,2022-12-19,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9795,2022-12-19,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4022,-73.1807,0
CHI9812,2022-12-26,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI9817,2022-12-30,Protests,Peaceful protest,Chile,Los Lagos,Llanquihue,-41.4693,-72.9424,0
CHI8265,2022-02-10,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-38.3282,-72.2715,0
CHI12410,2022-10-25,Violence against civilians,Attack,Chile,Araucania,Cautin,-38.7397,-72.5984,2
CHI9209,2022-08-05,Strategic developments,Looting/property destruction,Chile,Los Rios,Valdivia,-39.7561,-73.2663,0
CHI8681,2022-04-26,Violence against civilians,Attack,Chile,Araucania,Cautin,-38.8614,-72.7047,0
CHI9340,2022-08-25,Riots,Violent demonstration,Chile,Araucania,Cautin,-38.8678,-72.6131,0
CHI9568,2022-10-28,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.8295,-72.6215,0
CHI8884,2022-05-17,Strategic developments,Change to group/activity,Chile,Metropolitana,Santiago,-33.4569,-70.6483,0
CHI10653,2022-03-02,Strategic developments,Looting/property destruction,Chile,Los Rios,Valdivia,-39.8887,-73.4312,0
CHI8258,2022-02-01,Protests,Peaceful protest,Chile,Biobio,Concepcion,-37.1747,-72.9463,0
CHI8488,2022-02-11,Violence against civilians,Attack,Chile,Araucania,Cautin,-38.6005,-72.8409,0
CHI8561,2022-04-06,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.6005,-72.8409,0
CHI8608,2022-04-11,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.6005,-72.8409,0
CHI8935,2022-06-02,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-38.1649,-72.9055,0
CHI8971,2022-06-06,Strategic developments,Looting/property destruction,Chile,Araucania,Malleco,-38.1649,-72.9055,0
CHI9085,2022-07-08,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.6005,-72.8409,0
CHI9165,2022-07-18,Protests,Peaceful protest,Chile,Valparaiso,Quillota,-32.8793,-71.2499,0
CHI9352,2022-08-27,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.6005,-72.8409,0
CHI9425,2022-09-12,Riots,Violent demonstration,Chile,Los Rios,Valdivia,-39.8704,-73.3954,0
CHI9741,2022-11-23,Protests,Peaceful protest,Chile,Valparaiso,Quillota,-32.8793,-71.2499,0
CHI9791,2022-12-19,Strategic developments,Looting/property destruction,Chile,Araucania,Cautin,-38.4111,-72.7789,0
CHI9123,2022-07-15,Battles,Armed clash,Chile,Araucania,Malleco,-38.2946,-72.5914,0
CHI9668,2022-11-22,Battles,Armed clash,Chile,Araucania,Cautin,-38.5307,-72.4365,0
CHI14711,2022-03-08,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.9084,-73.1673,0
CHI14712,2022-03-08,Protests,Peaceful protest,Chile,Los Lagos,Osorno,-40.7958,-73.2177,0
CHI14784,2022-11-28,Violence against civilians,Attack,Chile,Maule,Talca,-35.4264,-71.6554,1
CHI15032,2022-12-15,Violence against civilians,Attack,Chile,Antofagasta,El Loa,-22.9111,-68.2011,0
