globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
1161366475,20230304,20240303000000,120,120,12,3,40,2,20,-4.90677134445535,,,,,,,,20240303000000,https://www.elliotlakestandard.ca:443/news/local-news/you-need-to-be-held-accountable-sudbury-judge-tells-crook
1161366478,20230304,20240303000000,010,010,01,1,16,2,16,-4,"California, United States",US,USCA,,36.17,-119.746,CA,20240303000000,https://wach.com/news/nation-world/how-the-supply-chain-is-impacted-when-the-main-highway-between-california-nevada-closes-interstate-80-donner-summit-heavy-snow-severe-storm-weather-blizzard-conditions-commerce-corridor
1161366480,20240202,20240303000000,172,172,17,4,4,1,4,0.37406483790523,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20240303000000,https://www.cbc.ca/news/canada/toronto/2024-international-women-s-day-toronto-1.7132212
1161366482,20240202,20240303000000,045,045,04,1,1,1,1,-3.83165065077241,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20240303000000,https://wadk.com/world-news/3ffc9f232d5fdc0b9e7e2b76d6a9ed43
1161366484,20240202,20240303000000,120,120,12,3,1,1,1,-1.00125156445557,"Kennedy School, Massachusetts, United States",US,USMA,,42.3893,-71.1162,1972968,20240303000000,https://wfin.com/fox-political-news/manchin-appears-to-square-up-against-climate-protester-after-being-called-a-sick-f/
1161366493,20240225,20240303000000,172,172,17,4,6,1,6,-1.92837465564738,"Arkansas, United States",US,USAR,,34.9513,-92.3809,AR,20240303000000,https://health.wusf.usf.edu/health-news-florida/2024-03-02/desantis-vetoes-social-media-ban-for-kids-as-lawmakers-offer-a-new-option
1161366501,20240303,20240303000000,051,051,05,1,1,1,1,3.84615384615385,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20240303000000,https://menafn.com/1107926286/Dubai-Up-To-75-Discounts-Worlds-Biggest-Book-Sale-Returns-With-2-Million-Books
1161366503,20240303,20240303000000,042,042,04,1,4,1,4,2.70967741935484,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20240303000000,https://bigrigs.com.au/2024/03/03/fuelling-a-lifelong-passion/
1161366513,20240303,20240303000000,036,036,03,1,10,1,10,6.68896321070234,"Thimphu, Thimphu, Bhutan",BT,BT20,6071,27.4833,89.6,-2211419,20240303000000,https://indiatribune.com/india-to-continue-working-with-bhutan-on-its-development-agenda/
1161366518,20240303,20240303000000,042,042,04,1,10,1,10,-6.13026819923372,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,20240303000000,https://www.wgauradio.com/news/trending/tanker-carrying-7500-gallons-gas-overturns-after-interstate-crash/6NRVSBPKF5FPXIVSHRQMM5KA5M/
1161366520,20240303,20240303000000,043,043,04,1,4,2,4,-6.83760683760684,"Abilene, Texas, United States",US,USTX,TX441,32.4487,-99.7331,1329173,20240303000000,https://nbcmontana.com/news/nation-world/more-air-tankers-headed-to-fight-devastating-texas-wildfires-smokehouse-creek-fire-1-million-acres-burned-blaze-fire-damage-governor-greg-abbott-disaster-declaration
1161366521,20240303,20240303000000,0841,084,08,2,10,1,10,-1.68612191958496,"University Of Wisconsin, Wisconsin, United States",US,USWI,,44.6411,-90.1335,1575931,20240303000000,https://www.duluthnewstribune.com/opinion/columns/national-view-wisconsins-blunder-cost-millions-120-years-ago
1161366522,20240303,20240303000000,112,112,11,3,1,1,1,-4.10888546481767,Russia,RS,RS,,60,100,RS,20240303000000,https://www.metro.us/how-clean-is-the-dirt-on-hunter-biden-a-key-republican-source-is-charged-with-lying-to-the-fbi/
1161366526,20240303,20240303000000,020,020,02,1,20,2,20,2.85714285714285,"Prince Edward Island, Prince Edward Island, Canada",CA,CA09,12692,46.3333,-63.5,-571727,20240303000000,https://www.ominecaexpress.com/news/what-are-the-next-steps-on-the-long-road-to-a-national-pharmacare-plan-7324913
1161366534,20240303,20240303000000,018,018,01,1,5,1,5,-15.6716417910448,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240303000000,https://www.click2houston.com/news/local/2024/03/02/knife-wielding-assault-suspect-dies-after-being-shot-by-officers-in-galveston/
1161366539,20240303,20240303000000,173,173,17,4,6,1,6,-5.43735224586289,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20240303000000,https://wfin.com/fox-political-news/florida-house-passes-bill-to-lower-minimum-age-to-buy-a-firearm/
1161366541,20240303,20240303000000,130,130,13,3,4,1,4,-6.10211706102117,"Loganville, Georgia, United States",US,USGA,GA297,33.839,-83.9007,356368,20240303000000,https://www.fox5atlanta.com/news/laken-riley-uga-georgia-immigration-hb1105-arrest-undocumented-immigrants
1161366542,20240303,20240303000000,020,020,02,1,5,2,5,-2.00301698694825,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20240303000000,https://www.yahoo.com/news/moscow-says-russia-china-agree-224942196.html
1161366544,20240303,20240303000000,020,020,02,1,10,1,10,-5.33807829181495,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240303000000,https://q1077.com/ixp/62/p/invasive-chinese-snails-in-texas/
1161366551,20240303,20240303000000,020,020,02,1,10,1,10,-5.76923076923077,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,20240303000000,https://krdo.com/news/national-world/cnn-national/2024/03/02/latino-students-at-uga-face-hostility-after-police-say-suspect-in-laken-rileys-death-is-undocumented/
1161366571,20240303,20240303000000,042,042,04,1,2,1,2,-1.84696569920844,"Edun, Nigeria (general), Nigeria",NI,NI00,191219,7.46667,4.05,-2005805,20240303000000,https://saharareporters.com/2024/03/02/exclusive-crisis-looms-tinubus-minister-wale-edun-transfers-social-investment-programmes
1161366573,20240303,20240303000000,051,051,05,1,10,1,5,5.2,,,,,,,,20240303000000,https://www.elliotlakestandard.ca:443/opinion/letters/sudbury-letters-vagnini-and-montpellier-will-be-missed-by-voters
1161366575,20240303,20240303000000,080,080,08,2,5,1,5,0.89399744572159,,,,,,,,20240303000000,https://opinion.inquirer.net/171550/change-topic
1161366584,20240303,20240303000000,041,041,04,1,10,1,10,-0.38535645472062,China,CH,CH,,35,105,CH,20240303000000,https://www.dailyexcelsior.com/definition-of-assamese-has-changed-it-must-include-those-living-in-assam-for-years-himanta/
1161366585,20240303,20240303000000,040,040,04,1,10,1,10,0.69444444444444,"Dublin, Dublin, Ireland",EI,EI07,18288,53.3331,-6.24889,-1502554,20240303000000,https://www.brownwoodnews.com/2024/03/02/four-early-lady-horns-qualify-for-state-in-powerlifting/
1161366592,20240303,20240303000000,072,072,07,2,4,1,4,-0.12682308180089,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20240303000000,https://www.yahoo.com/news/leaders-push-girl-scouts-stance-211228380.html
1161366602,20240303,20240303000000,042,042,04,1,6,2,6,-1.1311745114562,Japan,JA,JA,,36,138,JA,20240303000000,https://www.cbsnews.com/news/nasa-spacex-gear-up-launch-4-to-international-space-station/
1161366603,20240303,20240303000000,041,041,04,1,5,1,5,-9.79729729729727,"Franklin County, Ohio, United States",US,USOH,,39.9667,-83.0166,1074037,20240303000000,https://www.cbsnews.com/pittsburgh/news/patient-and-3-staffers-charged-in-another-patients-beating-death-at-mental-health-facility-3/
1161366608,20240303,20240303000000,020,020,02,1,10,1,10,1.4218009478673,,,,,,,,20240303000000,https://www.reporterherald.com/2024/03/02/val-mccullough-creativity-and-conversations-can-help-us-push-through-the-last-yawn-of-winter/
1161366611,20240303,20240303000000,031,031,03,1,6,1,6,-2.48888888888889,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20240303000000,https://www.yahoo.com/news/utah-legislature-approved-another-tax-230100428.html
1161366613,20240303,20240303000000,043,043,04,1,6,1,6,1.60692212608158,"Grand Rapids, Michigan, United States",US,USMI,,42.9634,-85.6681,627105,20240303000000,https://www.yahoo.com/news/trump-wins-delegates-stake-michigan-224003807.html
1161366617,20240303,20240303000000,1721,172,17,4,3,1,3,-4.66321243523316,Russia,RS,RS,,60,100,RS,20240303000000,https://www.opednews.com/populum/page.php?f=Adam-Schiff-and-the-Democr-California-Democratic-Party_California-Politics_California-Senate-Race_Democratic-Leadership-Council-240302-307.html
1161366622,20240303,20240303000000,042,042,04,1,30,3,30,-6.05094136431964,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20240303000000,https://www.wgauradio.com/news/politics/trump-escalates-his/YXNL66KR3WZOIRJ5GUOG4JWTTA/
1161366625,20240303,20240303000000,042,042,04,1,6,1,6,-4,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20240303000000,https://www.yahoo.com/news/open-gushing-trump-focuses-immigration-225741770.html
1161366627,20240303,20240303000000,042,042,04,1,2,1,2,-5,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20240303000000,https://www.africanexaminer.com/nollywood-actor-mr-ibu-is-dead/
1161366646,20240303,20240303000000,014,014,01,1,2,1,2,0.42301184433164,"Chula Vista, California, United States",US,USCA,,32.6401,-117.084,1660481,20240303000000,https://www.politicamentecorretto.com/2024/03/02/san-diego-alt-rockers-los-saints-return-with-first-single-faded-off-upcoming-debut-full-length/
1161366649,20240303,20240303000000,043,043,04,1,2,1,2,-2.0618556701031,Turkey,TU,TU,,39.059012,34.911546,TU,20240303000000,https://www.yourdemocracy.net.au/drupal/node/50288
1161366653,20240303,20240303000000,051,051,05,1,5,1,5,0.56980056980057,Ukraine,UP,UP,,49,32,UP,20240303000000,https://www.squamishchief.com/national-news/trudeau-meets-italian-pm-meloni-in-toronto-pair-agrees-to-roadmap-for-cooperation-8387958
1161366654,20240303,20240303000000,057,057,05,1,3,1,3,-2.1137026239067,Colombia,CO,CO,,4,-72,CO,20240303000000,https://www.pressenza.com/2024/03/footnotes-from-the-day-of-the-integration-of-peoples-of-latin-america-and-the-caribbean/
1161366655,20240303,20240303000000,010,010,01,1,10,1,10,-7.14285714285715,"Sarnia, Ontario, Canada",CA,CA08,12661,42.9667,-82.4,-573205,20240303000000,https://www.chathamdailynews.ca:443/news/two-major-crime-scenes-attempted-murder-and-47k-drug-bust-linked-to-same-sarnia-home
1161366657,20240303,20240303000000,014,014,01,1,4,1,4,-0.89285714285714,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20240303000000,https://www.presstelegram.com/2024/03/02/dodgers-max-muncy-focusing-on-being-a-better-defender/
1161366661,20240303,20240303000000,036,036,03,1,8,1,8,-2.08333333333333,Russia,RS,RS,,60,100,RS,20240303000000,https://www.opednews.com/populum/page.php?f=The-surprising-truth-about-France_Germany_Russia_Ukraine-240302-671.html
1161366679,20240303,20240303000000,043,043,04,1,5,1,5,-2.08201892744479,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20240303000000,https://www.pressenza.com/2024/03/global-warfare-summit-summons-national-priority/
1161366681,20240303,20240303000000,043,043,04,1,4,1,2,1.44329896907217,"California, United States",US,USCA,,36.17,-119.746,CA,20240303000000,https://www.nydailynews.com/2024/03/02/richard-lewis-cause-of-death-cardiopulmonary-arrest/
1161366684,20240303,20240303000000,046,046,04,1,4,1,4,1.5625,"California, United States",US,USCA,,36.17,-119.746,CA,20240303000000,https://southeastagnet.com/2024/03/02/agnet-weekly-brian-kuehl-on-ag-tax-bill-and-future-of-the-farm-bill/
1161366690,20240303,20240303000000,084,084,08,2,4,1,4,-7.18954248366013,"Cave Creek, Arizona, United States",US,USAZ,,33.8333,-111.951,24771,20240303000000,https://ktar.com/story/5565304/arrest-made-in-fatal-hit-and-run-case-in-carefree-from-december/
1161366692,20240303,20240303000000,111,111,11,3,4,1,4,-1.49572649572649,"California, United States",US,USCA,,36.17,-119.746,CA,20240303000000,https://pjmedia.com/miltharris/2024/03/02/newsome-butters-both-sides-of-his-panera-bread-n4926957
1161366702,20240303,20240303000000,130,130,13,3,10,1,10,-5.18518518518519,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20240303000000,https://kpel965.com/ixp/33/p/weather-service-louisiana-severe-threat-looming-monday/
1161366705,20240303,20240303000000,173,173,17,4,4,1,4,-6.68740279937792,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,20240303000000,https://atlantablackstar.com/2024/03/02/alabama-ex-cop-convicted-for-killing-black-man-freed-after-21-months-thanks-to-state-ag/
1161366714,20240303,20240303000000,190,190,19,4,36,1,36,-15.8892293723754,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20240303000000,https://wilm.iheart.com/content/2024-03-02-man-arrested-in-killing-of-23-year-old-pregnant-amish-mother/
1161366718,20240303,20240303000000,190,190,19,4,42,7,42,-4.22926462530423,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240303000000,https://www.eadt.co.uk/news/national/24158565.texas-firefighters-battle-strong-winds-bid-control-huge-blaze/
1161366721,20240303,20240303000000,173,173,17,4,1,1,1,-4.45151033386328,"Los Andes, Mendoza, Argentina",AR,AR13,22379,-33.7108,-69.1757,-980033,20240303000000,https://www.pressenza.com/2024/03/the-semantic-field-of-the-indian-from-stigma-to-murder/
1161366739,20240303,20240303000000,060,060,06,2,6,1,6,1.88679245283018,"Abu Dhabi, Abu Z¸aby, United Arab Emirates",AE,AE01,28568,24.4667,54.3667,-782066,20240303000000,https://gfmag.com/technology/openai-seeks-trillions-funding/
1161366746,20240303,20240303000000,046,046,04,1,6,1,6,-2.93333333333334,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20240303000000,https://azertag.az/en/xeber/azerbaijani_ngos_address_open_letter_to_heads_of_german_council_on_foreign_relations_and_konrad_adenauer_foundation-2939665
1161366748,20240303,20240303000000,010,010,01,1,2,1,2,1.67865707434053,"Kurrajong, New South Wales, Australia",AS,AS02,5017,-33.5277,150.629,-1582528,20240303000000,https://www.queenslandcountrylife.com.au/story/8538307/kurrajong-hills-well-balanced-breeding-and-backgrounding-country/
1161366751,20240303,20240303000000,010,010,01,1,12,2,12,0.52453323877878,"Frankston, Victoria, Australia",AS,AS07,5373,-38.1333,145.117,-1574126,20240303000000,https://www.bluemountainsgazette.com.au/story/8542204/labor-liberals-look-for-positives-after-dunkley-swing/?cs=30776
1161366752,20240303,20240303000000,010,010,01,1,36,8,36,-3.60908854059539,"Goulburn, New South Wales, Australia",AS,AS02,154641,-34.7515,149.721,-1576139,20240303000000,https://www.irrigator.com.au/story/8542287/electric-wreck-picked-to-bits-in-pursuit-of-fire-safety/?cs=9676
1161366769,20240303,20240303000000,051,051,05,1,10,1,10,3.29670329670329,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20240303000000,https://bigrigs.com.au/2024/03/03/family-owned-roadhouse-a-top-place-to-stop/
1161366797,20240303,20240303000000,010,010,01,1,9,1,7,2.76679841897233,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20240303000000,https://azertag.az/en/xeber/2939189
1161366798,20240303,20240303000000,010,010,01,1,10,1,10,4.12371134020619,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20240303000000,https://azertag.az/en/xeber/2939019
1161366801,20240303,20240303000000,042,042,04,1,2,1,2,0.8,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20240303000000,https://azertag.az/en/xeber/2939517
1161366802,20240303,20240303000000,046,046,04,1,10,1,10,2.94117647058824,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20240303000000,https://azertag.az/en/xeber/2939021
1161366809,20240303,20240303000000,043,043,04,1,10,1,10,-4,Benin,BN,BN,,9.5,2.25,BN,20240303000000,https://saharareporters.com/2024/03/02/breaking-nigerian-military-intercepts-ship-carrying-2million-litres-stolen-fuel-benin
1161366825,20240303,20240303000000,010,010,01,1,10,1,10,1.28654970760234,Canada,CA,CA,,60,-96,CA,20240303000000,https://www.dailypolitical.com/2024/03/02/hodges-capital-management-inc-invests-877000-in-international-business-machines-co-nyseibm.html
1161366827,20240303,20240303000000,030,030,03,1,10,1,10,1.81236673773987,"Tokyo, Tokyo, Japan",JA,JA40,36340,35.685,139.751,-246227,20240303000000,https://fortune.com/asia/2024/03/02/japan-lost-early-lead-chips-korea-taiwan-tsmc-project-morris-chang-renaissance-of-semiconductors/
1161366833,20240303,20240303000000,051,051,05,1,10,1,10,4.44444444444445,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20240303000000,https://www.wsjm.com/2024/03/02/march-mannequins-set-for-march-8/
1161366834,20240303,20240303000000,060,060,06,2,5,1,5,1.33333333333333,,,,,,,,20240303000000,https://www.openpr.com/news/3408338/3d-projection-systems-market-share-market-trends
1161366836,20240303,20240303000000,111,111,11,3,6,1,6,-6.91244239631336,"Nancy Run, Ohio, United States",US,USOH,,40.6237,-80.8231,1043772,20240303000000,https://krdo.com/news/national-world/cnn-national/2024/03/02/no-danger-to-the-general-public-after-freight-train-derailment-in-eastern-pennsylvania/
1161366865,20240303,20240303000000,020,020,02,1,4,1,4,3.66412213740458,"Elliot Lake, Ontario, Canada",CA,CA08,12683,46.3833,-82.65,-564166,20240303000000,https://www.elliotlakestandard.ca:443/news/plans-underway-to-beautify-callander-lighthouse
1161366866,20240303,20240303000000,020,020,02,1,4,1,4,3.68098159509203,"Lake Nipissing, Ontario, Canada",CA,CA08,12669,46.25,-79.75,-570194,20240303000000,https://www.midnorthmonitor.com:443/news/plans-underway-to-beautify-callander-lighthouse
1161366887,20240303,20240303000000,010,010,01,1,12,2,12,0.665947417768017,Switzerland,SZ,SZ,,47,8,SZ,20240303000000,https://www.modernreaders.com/news/2024/03/02/short-interest-in-swiss-re-ag-otcmktsssrey-drops-by-41-6.html
1161366888,20240303,20240303000000,012,012,01,1,4,1,4,1.6260162601626,Switzerland,SZ,SZ,,47,8,SZ,20240303000000,https://movies.mxdwn.com/news/duo-daniels-directors-of-everything-everywhere-all-at-once-have-release-date-set-for-new-untitled-project/
1161366890,20240303,20240303000000,020,020,02,1,5,1,5,-2.77777777777778,China,CH,CH,,35,105,CH,20240303000000,https://www.wyso.org/2024-03-02/as-china-looks-to-stabilize-its-economy-senior-finance-officials-get-the-boot
1161366895,20240303,20240303000000,042,042,04,1,4,1,4,-1.89873417721519,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20240303000000,https://www.marketscreener.com/news/latest/Moscow-says-Russia-China-agree-that-Russia-must-be-present-in-Ukraine-talks-46080577/
1161366906,20240303,20240303000000,010,010,01,1,3,1,3,-1.35135135135135,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20240303000000,https://krdo.com/news/2024/03/02/germany-to-investigate-after-leaked-recording-emerges-of-secret-army-talks-on-ukraine/
1161366913,20240303,20240303000000,051,051,05,1,6,1,6,2.60586319218241,"Bilawal, Punjab, Pakistan",PK,PK04,23668,32.7756,71.9522,-2758720,20240303000000,https://www.christianpost.com:443/news/christian-politician-makes-history-in-pakistan.html
1161366925,20240303,20240303000000,010,010,01,1,70,7,70,-0.758639330968897,United Kingdom,UK,UK,,54,-4,UK,20240303000000,https://www.freepressseries.co.uk/news/national/24158598.budget-include-800m-cut-red-tape-free-up-nhs-police-time/
1161366929,20240303,20240303000000,090,090,09,2,10,1,10,-9.69899665551837,"Owasso, Oklahoma, United States",US,USOK,OK143,36.2695,-95.8547,1096358,20240303000000,https://www.yahoo.com/news/feds-open-discrimination-probe-nex-222550182.html
1161366933,20240303,20240303000000,190,190,19,4,10,1,10,-3.33333333333333,,,,,,,,20240303000000,https://independantexpress.com/i-wish-i-could-actually-play-a-ps1-style-remake-of-the-latest-resident-evil-game/
1161366937,20240303,20240303000000,173,173,17,4,20,1,10,-7.82122905027933,,,,,,,,20240303000000,https://www.portnews.com.au/story/8542298/mid-north-coast-police-pursuit-leads-to-arrest-of-six-teenagers/?cs=257
1161366947,20240303,20240303000000,190,190,19,4,10,1,10,-11.8055555555556,"Ingushetia, Chechnya and Ingushetiya, Russia",RS,RSCI,25097,43.2167,44.7833,-2915754,20240303000000,https://www.yahoo.com/news/russian-media-fighting-breaks-russias-230200505.html
1161366949,20240303,20240303000000,190,190,19,4,10,1,10,-20,,,,,,,,20240303000000,https://news.am/eng/news/810404.html
1161366952,20240303,20240303000000,173,173,17,4,12,3,12,-9.87108052004809,"Spartansburg, Pennsylvania, United States",US,USPA,PA039,41.8239,-79.6837,1188154,20240303000000,https://wadk.com/national-news/6365c8b428b3842c56a3e5a963baacbf
1161366966,20240303,20240303000000,014,014,01,1,10,1,10,0,"Siena College, New York, United States",US,USNY,,42.7184,-73.7537,965220,20240303000000,https://www.wftw.com/news/ny-times-poll-trump-leads-biden-by-5-points/
1161366989,20240303,20240303000000,043,043,04,1,10,1,10,-3.57142857142857,,,,,,,,20240303000000,https://www.yahoo.com/news/mta-bus-flees-fatally-striking-183948493.html
1161367012,20240303,20240303000000,012,012,01,1,10,1,10,-4.34173669467787,"Dublin, Dublin, Ireland",EI,EI07,18288,53.3331,-6.24889,-1502554,20240303000000,https://www.irishtimes.com/health/2024/03/02/a-miserable-existence-really-protests-call-for-urgent-reform-of-eating-disorder-services/
1161367030,20240303,20240303000000,1721,172,17,4,10,1,10,-1.95195195195195,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,20240303000000,https://atlantablackstar.com/2024/03/02/could-proposed-mississippi-bill-lead-to-closure-of-three-hbcus-senator-polk-only-wanted-to-stir-conversations/
1161367052,20240303,20240303000000,025,025,02,1,4,1,4,6.21621621621622,"University Of Houston, Texas, United States",US,USTX,,29.7208,-95.3433,1349112,20240303000000,https://independantexpress.com/matchday-offers-exciting-news-for-tcu-pre-health-students/
1161367064,20240303,20240303000000,051,051,05,1,2,1,2,-3.57624831309042,"Wichita, Kansas, United States",US,USKS,KS173,37.6922,-97.3375,473862,20240303000000,https://lawrencekstimes.com/2024/03/02/critics-booted-hearing-ksleg-hb2791/
1161367074,20240303,20240303000000,110,110,11,3,2,1,2,-1.22199592668024,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,20240303000000,https://www.yahoo.com/news/squad-members-aoc-jamaal-bowman-170752410.html
1161367122,20240303,20240303000000,190,190,19,4,6,1,6,-2.72727272727273,"Lomonosov, Sankt-Peterburg, Russia",RS,RS66,25095,59.9061,29.7725,-2947561,20240303000000,https://news.am/eng/news/810400.html
1161367124,20240303,20240303000000,014,014,01,1,7,1,7,-2.63157894736842,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20240303000000,https://opinion.inquirer.net/171552/russia-under-putin
1161367149,20240303,20240303000000,051,051,05,1,2,1,2,9.20245398773006,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20240303000000,https://www.marketscreener.com/quote/stock/MASTERCARD-INC-17163/news/Factbox-Winners-at-the-2024-BRIT-Awards-46080579/
1161367193,20240303,20240303000000,051,051,05,1,5,1,5,2.01612903225807,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20240303000000,https://azertag.az/en/xeber/2938985
1161367206,20240303,20240303000000,090,090,09,2,6,1,6,1.0752688172043,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20240303000000,https://www.wfmj.com/story/50522481/trump-wins-the-missouri-caucuses-and-sweeps-michigan-gop-convention-as-he-moves-closer-to-nomination
1161367210,20240303,20240303000000,111,111,11,3,6,1,6,-3.38345864661654,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20240303000000,https://www.yahoo.com/news/seven-dead-8-injured-russian-221602950.html
1161367216,20240303,20240303000000,190,190,19,4,3,1,3,-6.33147113594041,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,28558,46.4639,30.7386,-1049092,20240303000000,https://www.naroomanewsonline.com.au/story/8542192/eight-killed-in-russian-drone-attack-on-odesa-ukraine/?cs=14264
1161367219,20240303,20240303000000,010,010,01,1,10,1,10,0.24390243902439,,,,,,,,20240303000000,https://www.bluemountainsgazette.com.au/story/8542201/health-pledge-ahead-of-tas-election-campaign-launch/?cs=30776
1161367225,20240303,20240303000000,051,051,05,1,10,1,10,1.58730158730158,,,,,,,,20240303000000,https://www.am1100theflag.com/news/national-news/73827-walgreens-and-cvs-receive-praise-from-biden-administration-after-companies
1161367247,20240303,20240303000000,040,040,04,1,10,2,10,-0.81395649721315,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20240303000000,https://wfin.com/fox-world-news/melonis-shift-from-anti-globalist-to-pro-europe-biden-buddy-infuriates-base-will-not-vote-for-her-anymore/
1161367272,20240303,20240303000000,040,040,04,1,8,1,8,2.7906976744186,Armenia,AM,AM,,40,45,AM,20240303000000,https://azertag.az/en/xeber/2939375
1161367274,20240303,20240303000000,027,027,02,1,10,1,10,-2.98102981029811,"Dakar, Dakar, Senegal",SG,SG01,,14.7367,-17.6339,-2266494,20240303000000,https://www.rfi.fr/en/international-news/20240302-hundreds-protest-in-senegal-to-demand-speedy-elections
1161367276,20240303,20240303000000,111,111,11,3,5,1,5,-11.3300492610837,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine",UP,UP04,28546,48.463,35.039,-1037865,20240303000000,https://www.yahoo.com/news/pace-president-us-ambassador-condemn-224932114.html
1161367296,20240303,20240303000000,040,040,04,1,5,1,5,-0.19762845849802,Zimbabwe,ZI,ZI,,-19,29,ZI,20240303000000,https://www.zimeye.net/2024/03/03/tshabangu-lands-senatorial-post/
1161367321,20240303,20240303000000,071,071,07,2,10,1,10,2.10970464135021,"Belize City, Belize, Belize",BH,BH01,5855,17.4833,-88.1833,-1148788,20240303000000,https://ambergristoday.com/news/2024/03/02/san-pedro-general-hospital-2/
1161367326,20240303,20240303000000,012,012,01,1,4,1,4,-1.5576323987539,Indonesia,ID,ID,,-5,120,ID,20240303000000,https://gfmag.com/economics-policy-regulation/indondesia-president-prabowo-subianto/
1161367357,20240303,20240303000000,020,020,02,1,2,1,2,-2.95930949445129,"Madras, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,20240303000000,https://organiser.org/2024/03/03/224840/bharat/tamil-nadu-madras-high-court-halts-unauthorized-construction-of-kallazhagar-temple-compound/
1161367373,20240303,20240303000000,173,173,17,4,4,1,4,-6.47773279352227,Iran,IR,IR,,32,53,IR,20240303000000,https://houstonianonline.com/turnout-in-iranian-elections-is-historically-low-and-hardliners-are-expected-to-win/
1161367573,20240303,20240303000000,193,193,19,4,2,2,2,-8.42696629213484,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20240303000000,https://www.1041wdlt.com/news/two-men-found-guilty-of-killing-run-dmcs-jam-master-jay/
1161367615,20240303,20240303000000,0231,023,02,1,15,5,15,-2.94950506760116,"Delaware, United States",US,USDE,,39.3498,-75.5148,DE,20240303000000,https://www.metro.us/lawyers-who-successfully-argued-musk-pay-package-was-illegal-seek-5-6-billion-in-tesla-stock/
1161367644,20240303,20240303000000,020,020,02,1,6,3,6,-3.00059417706477,"Delaware, United States",US,USDE,,39.3498,-75.5148,DE,20240303000000,https://wach.com/news/nation-world/lawyers-who-successfully-argued-elon-musk-pay-package-was-illegal-ask-for-56b-in-tesla-stock-shareholders-delaware-judge-compensation-package-electric-car-company
1161367657,20240303,20240303000000,090,090,09,2,10,1,10,-2.21238938053098,,,,,,,,20240303000000,https://wfin.com/fox-technology-news/fox-news-ai-newsletter-companies-snoop-on-employees/
